fecha,jornada,local,visitante,goles_local,goles_visitante,liga,entrenador_local,pais_entrenador_local,entrenador_visitante,pais_entrenador_visitante
28-08-2022,16,Independiente,Vélez Sarsfield,1.0,1.0,primera_division_argentina,Julio Falcioni,Argentina,Alexander Medina,Uruguay
28-08-2022,16,Boca Juniors,Atlético Tucumán,2.0,1.0,primera_division_argentina,Hugo Ibarra,Argentina,Lucas Pusineri,Argentina
29-08-2022,16,Estudiantes,Patronato de Paraná,1.0,0.0,primera_division_argentina,Ricardo Zielinski,Argentina,Facundo Sava,Argentina
29-08-2022,16,Unión de Santa Fe,Aldosivi,0.0,0.0,primera_division_argentina,Gustavo Munúa,Uruguay,Leandro Somoza,Argentina
20-08-2022,15,Colón de Santa Fe,Tigre,2.0,1.0,primera_division_argentina,Sergio Rondina,Argentina,Diego Martínez,Argentina
21-08-2022,15,Huracán,Newell's Old Boys,1.0,0.0,primera_division_argentina,Diego Dabove,Argentina,Javier Sanguinetti,Argentina
21-08-2022,15,CA Lanús,Arsenal de Sarandí,1.0,0.0,primera_division_argentina,Frank Kudelka,Argentina,Leonardo Madelón,Argentina
21-08-2022,15,Godoy Cruz,Independiente,1.0,1.0,primera_division_argentina,Favio Orsi,Argentina,Julio Falcioni,Argentina
21-08-2022,15,River Plate,Central Córdoba SdE,3.0,0.0,primera_division_argentina,Marcelo Gallardo,Argentina,Abel Balbo,Argentina
22-08-2022,15,Defensa y Justicia,Boca Juniors,0.0,1.0,primera_division_argentina,Sebastián Beccacece,Argentina,Hugo Ibarra,Argentina
22-08-2022,15,Estudiantes,Unión de Santa Fe,1.0,0.0,primera_division_argentina,Ricardo Zielinski,Argentina,Gustavo Munúa,Uruguay
22-08-2022,15,Rosario Central,Banfield,0.0,1.0,primera_division_argentina,Carlos Tévez,Argentina,Claudio Vivas,Argentina
23-08-2022,15,Racing Club,San Lorenzo,1.0,2.0,primera_division_argentina,Fernando Gago,Argentina,Rubén Insúa,Argentina
23-08-2022,15,Platense,Talleres de Córdoba,0.0,0.0,primera_division_argentina,Omar De Felippe,Argentina,Pedro Caixinha,Portugal
23-08-2022,15,Vélez Sarsfield,Sarmiento de Junín,1.0,1.0,primera_division_argentina,Alexander Medina,Uruguay,Israel Damonte,Argentina
24-08-2022,15,Patronato de Paraná,Argentinos Juniors,0.0,0.0,primera_division_argentina,Facundo Sava,Argentina,Gabriel Milito,Argentina
24-08-2022,15,Atlético Tucumán,Barracas Central,4.0,0.0,primera_division_argentina,Lucas Pusineri,Argentina,Sergio Ramos,Argentina
24-08-2022,15,Gimnasia de La Plata,Aldosivi,0.0,0.0,primera_division_argentina,Néstor Gorosito,Argentina,Leandro Somoza,Argentina
16-08-2022,14,Sarmiento de Junín,Godoy Cruz,1.0,2.0,primera_division_argentina,Israel Damonte,Argentina,Favio Orsi,Argentina
16-08-2022,14,Central Córdoba SdE,Colón de Santa Fe,3.0,0.0,primera_division_argentina,Abel Balbo,Argentina,Sergio Rondina,Argentina
17-08-2022,14,San Lorenzo,Platense,2.0,0.0,primera_division_argentina,Rubén Insúa,Argentina,Omar De Felippe,Argentina
17-08-2022,14,Independiente,Huracán,1.0,1.0,primera_division_argentina,Julio Falcioni,Argentina,Diego Dabove,Argentina
17-08-2022,14,Tigre,Atlético Tucumán,0.0,0.0,primera_division_argentina,Diego Martínez,Argentina,Lucas Pusineri,Argentina
17-08-2022,14,Newell's Old Boys,CA Lanús,2.0,0.0,primera_division_argentina,Javier Sanguinetti,Argentina,Frank Kudelka,Argentina
18-08-2022,14,Arsenal de Sarandí,River Plate,0.0,0.0,primera_division_argentina,Leonardo Madelón,Argentina,Marcelo Gallardo,Argentina
18-08-2022,14,Boca Juniors,Rosario Central,0.0,0.0,primera_division_argentina,Hugo Ibarra,Argentina,Carlos Tévez,Argentina
18-08-2022,14,Barracas Central,Defensa y Justicia,3.0,1.0,primera_division_argentina,Sergio Ramos,Argentina,Sebastián Beccacece,Argentina
18-08-2022,14,Aldosivi,Vélez Sarsfield,3.0,2.0,primera_division_argentina,Leandro Somoza,Argentina,Alexander Medina,Uruguay
19-08-2022,14,Talleres de Córdoba,Patronato de Paraná,3.0,3.0,primera_division_argentina,Pedro Caixinha,Portugal,Facundo Sava,Argentina
19-08-2022,14,Unión de Santa Fe,Gimnasia de La Plata,0.0,2.0,primera_division_argentina,Gustavo Munúa,Uruguay,Néstor Gorosito,Argentina
19-08-2022,14,Argentinos Juniors,Estudiantes,1.0,0.0,primera_division_argentina,Gabriel Milito,Argentina,Ricardo Zielinski,Argentina
19-08-2022,14,Banfield,Racing Club,0.0,2.0,primera_division_argentina,Claudio Vivas,Argentina,Fernando Gago,Argentina
12-08-2022,13,Godoy Cruz,Aldosivi,2.0,0.0,primera_division_argentina,Favio Orsi,Argentina,Leandro Somoza,Argentina
12-08-2022,13,Atlético Tucumán,Central Córdoba SdE,1.0,0.0,primera_division_argentina,Lucas Pusineri,Argentina,Abel Balbo,Argentina
12-08-2022,13,Colón de Santa Fe,Arsenal de Sarandí,1.0,1.0,primera_division_argentina,Sergio Rondina,Argentina,Leonardo Madelón,Argentina
13-08-2022,13,Huracán,Sarmiento de Junín,4.0,1.0,primera_division_argentina,Diego Dabove,Argentina,Israel Damonte,Argentina
13-08-2022,13,Platense,Banfield,3.0,1.0,primera_division_argentina,Omar De Felippe,Argentina,Claudio Vivas,Argentina
13-08-2022,13,Patronato de Paraná,San Lorenzo,3.0,2.0,primera_division_argentina,Facundo Sava,Argentina,Rubén Insúa,Argentina
13-08-2022,13,Defensa y Justicia,Tigre,0.0,0.0,primera_division_argentina,Sebastián Beccacece,Argentina,Diego Martínez,Argentina
13-08-2022,13,Rosario Central,Barracas Central,3.0,1.0,primera_division_argentina,Carlos Tévez,Argentina,Sergio Ramos,Argentina
13-08-2022,13,CA Lanús,Independiente,1.0,1.0,primera_division_argentina,Frank Kudelka,Argentina,Julio Falcioni,Argentina
14-08-2022,13,River Plate,Newell's Old Boys,4.0,1.0,primera_division_argentina,Marcelo Gallardo,Argentina,Javier Sanguinetti,Argentina
14-08-2022,13,Vélez Sarsfield,Gimnasia de La Plata,1.0,1.0,primera_division_argentina,Alexander Medina,Uruguay,Néstor Gorosito,Argentina
14-08-2022,13,Argentinos Juniors,Unión de Santa Fe,2.0,0.0,primera_division_argentina,Gabriel Milito,Argentina,Gustavo Munúa,Uruguay
14-08-2022,13,Estudiantes,Talleres de Córdoba,1.0,0.0,primera_division_argentina,Ricardo Zielinski,Argentina,Pedro Caixinha,Portugal
15-08-2022,13,Racing Club,Boca Juniors,0.0,0.0,primera_division_argentina,Fernando Gago,Argentina,Hugo Ibarra,Argentina
06-08-2022,12,Gimnasia de La Plata,Godoy Cruz,2.0,0.0,primera_division_argentina,Néstor Gorosito,Argentina,Favio Orsi,Argentina
06-08-2022,12,Banfield,Patronato de Paraná,0.0,0.0,primera_division_argentina,Claudio Vivas,Argentina,Facundo Sava,Argentina
06-08-2022,12,Sarmiento de Junín,CA Lanús,2.0,1.0,primera_division_argentina,Israel Damonte,Argentina,Frank Kudelka,Argentina
06-08-2022,12,Arsenal de Sarandí,Atlético Tucumán,3.0,1.0,primera_division_argentina,Leonardo Madelón,Argentina,Lucas Pusineri,Argentina
06-08-2022,12,Barracas Central,Racing Club,0.0,0.0,primera_division_argentina,Sergio Ramos,Argentina,Fernando Gago,Argentina
06-08-2022,12,Talleres de Córdoba,Argentinos Juniors,2.0,0.0,primera_division_argentina,Pedro Caixinha,Portugal,Gabriel Milito,Argentina
06-08-2022,12,Unión de Santa Fe,Vélez Sarsfield,2.0,1.0,primera_division_argentina,Gustavo Munúa,Uruguay,Alexander Medina,Uruguay
07-08-2022,12,Boca Juniors,Platense,2.0,1.0,primera_division_argentina,Hugo Ibarra,Argentina,Omar De Felippe,Argentina
07-08-2022,12,Aldosivi,Huracán,0.0,1.0,primera_division_argentina,Leandro Somoza,Argentina,Diego Dabove,Argentina
07-08-2022,12,San Lorenzo,Estudiantes,0.0,0.0,primera_division_argentina,Rubén Insúa,Argentina,Ricardo Zielinski,Argentina
07-08-2022,12,Independiente,River Plate,0.0,1.0,primera_division_argentina,Julio Falcioni,Argentina,Marcelo Gallardo,Argentina
08-08-2022,12,Newell's Old Boys,Colón de Santa Fe,0.0,0.0,primera_division_argentina,Javier Sanguinetti,Argentina,Sergio Rondina,Argentina
08-08-2022,12,Central Córdoba SdE,Defensa y Justicia,1.0,0.0,primera_division_argentina,Abel Balbo,Argentina,Sebastián Beccacece,Argentina
09-08-2022,12,Tigre,Rosario Central,3.0,1.0,primera_division_argentina,Diego Martínez,Argentina,Carlos Tévez,Argentina
30-07-2022,11,Talleres de Córdoba,Unión de Santa Fe,,,primera_division_argentina,Pedro Caixinha,Portugal,Gustavo Munúa,Uruguay
30-07-2022,11,Godoy Cruz,Vélez Sarsfield,1.0,1.0,primera_division_argentina,Favio Orsi,Argentina,Alexander Medina,Uruguay
30-07-2022,11,Argentinos Juniors,San Lorenzo,0.0,1.0,primera_division_argentina,Gabriel Milito,Argentina,Rubén Insúa,Argentina
30-07-2022,11,Estudiantes,Banfield,0.0,0.0,primera_division_argentina,Ricardo Zielinski,Argentina,Claudio Vivas,Argentina
31-07-2022,11,Atlético Tucumán,Newell's Old Boys,2.0,0.0,primera_division_argentina,Lucas Pusineri,Argentina,Javier Sanguinetti,Argentina
31-07-2022,11,Huracán,Gimnasia de La Plata,0.0,1.0,primera_division_argentina,Diego Dabove,Argentina,Néstor Gorosito,Argentina
31-07-2022,11,CA Lanús,Aldosivi,0.0,1.0,primera_division_argentina,Frank Kudelka,Argentina,Leandro Somoza,Argentina
31-07-2022,11,Platense,Barracas Central,0.0,0.0,primera_division_argentina,Omar De Felippe,Argentina,Sergio Ramos,Argentina
31-07-2022,11,Racing Club,Tigre,3.0,3.0,primera_division_argentina,Fernando Gago,Argentina,Diego Martínez,Argentina
31-07-2022,11,Patronato de Paraná,Boca Juniors,3.0,0.0,primera_division_argentina,Facundo Sava,Argentina,Hugo Ibarra,Argentina
01-08-2022,11,River Plate,Sarmiento de Junín,1.0,2.0,primera_division_argentina,Marcelo Gallardo,Argentina,Israel Damonte,Argentina
02-08-2022,11,Defensa y Justicia,Arsenal de Sarandí,0.0,0.0,primera_division_argentina,Sebastián Beccacece,Argentina,Leonardo Madelón,Argentina
02-08-2022,11,Rosario Central,Central Córdoba SdE,0.0,3.0,primera_division_argentina,Carlos Tévez,Argentina,Abel Balbo,Argentina
02-08-2022,11,Colón de Santa Fe,Independiente,0.0,3.0,primera_division_argentina,Sergio Rondina,Argentina,Juan José Serrizuela,Argentina
23-07-2022,10,Sarmiento de Junín,Colón de Santa Fe,1.0,3.0,primera_division_argentina,Israel Damonte,Argentina,Sergio Rondina,Argentina
24-07-2022,10,Central Córdoba SdE,Racing Club,1.0,3.0,primera_division_argentina,Abel Balbo,Argentina,Fernando Gago,Argentina
24-07-2022,10,Independiente,Atlético Tucumán,0.0,1.0,primera_division_argentina,Claudio Graf,Argentina,Lucas Pusineri,Argentina
24-07-2022,10,Tigre,Platense,3.0,0.0,primera_division_argentina,Diego Martínez,Argentina,Omar De Felippe,Argentina
24-07-2022,10,Aldosivi,River Plate,0.0,3.0,primera_division_argentina,Leandro Somoza,Argentina,Marcelo Gallardo,Argentina
24-07-2022,10,Gimnasia de La Plata,CA Lanús,1.0,0.0,primera_division_argentina,Néstor Gorosito,Argentina,Rodrigo Acosta,Argentina
25-07-2022,10,Boca Juniors,Estudiantes,3.0,1.0,primera_division_argentina,Hugo Ibarra,Argentina,Ricardo Zielinski,Argentina
25-07-2022,10,San Lorenzo,Talleres de Córdoba,1.0,1.0,primera_division_argentina,Rubén Insúa,Argentina,Pedro Caixinha,Portugal
26-07-2022,10,Banfield,Argentinos Juniors,1.0,1.0,primera_division_argentina,Claudio Vivas,Argentina,Gabriel Milito,Argentina
26-07-2022,10,Newell's Old Boys,Defensa y Justicia,1.0,2.0,primera_division_argentina,Javier Sanguinetti,Argentina,Sebastián Beccacece,Argentina
26-07-2022,10,Unión de Santa Fe,Godoy Cruz,2.0,1.0,primera_division_argentina,Gustavo Munúa,Uruguay,Favio Orsi,Argentina
26-07-2022,10,Vélez Sarsfield,Huracán,1.0,1.0,primera_division_argentina,Alexander Medina,Uruguay,Diego Dabove,Argentina
27-07-2022,10,Arsenal de Sarandí,Rosario Central,0.0,3.0,primera_division_argentina,Leonardo Madelón,Argentina,Carlos Tévez,Argentina
27-07-2022,10,Barracas Central,Patronato de Paraná,2.0,1.0,primera_division_argentina,Sergio Ramos,Argentina,Facundo Sava,Argentina
19-07-2022,9,Colón de Santa Fe,Aldosivi,1.0,1.0,primera_division_argentina,Sergio Rondina,Argentina,Leandro Somoza,Argentina
19-07-2022,9,Platense,Central Córdoba SdE,2.0,0.0,primera_division_argentina,Omar De Felippe,Argentina,Adrián Adrover,Argentina
20-07-2022,9,Atlético Tucumán,Sarmiento de Junín,1.0,0.0,primera_division_argentina,Lucas Pusineri,Argentina,Israel Damonte,Argentina
20-07-2022,9,Racing Club,Arsenal de Sarandí,1.0,1.0,primera_division_argentina,Fernando Gago,Argentina,Leonardo Madelón,Argentina
20-07-2022,9,Argentinos Juniors,Boca Juniors,2.0,0.0,primera_division_argentina,Gabriel Milito,Argentina,Hugo Ibarra,Argentina
20-07-2022,9,San Lorenzo,Unión de Santa Fe,2.0,2.0,primera_division_argentina,Rubén Insúa,Argentina,Gustavo Munúa,Uruguay
20-07-2022,9,Patronato de Paraná,Tigre,1.0,0.0,primera_division_argentina,Facundo Sava,Argentina,Diego Martínez,Argentina
21-07-2022,9,Defensa y Justicia,Independiente,2.0,1.0,primera_division_argentina,Sebastián Beccacece,Argentina,Claudio Graf,Argentina
21-07-2022,9,Estudiantes,Barracas Central,3.0,1.0,primera_division_argentina,Ricardo Zielinski,Argentina,Alfredo Berti,Argentina
21-07-2022,9,Huracán,Godoy Cruz,0.0,0.0,primera_division_argentina,Diego Dabove,Argentina,Favio Orsi,Argentina
21-07-2022,9,CA Lanús,Vélez Sarsfield,2.0,2.0,primera_division_argentina,Rodrigo Acosta,Argentina,Alexander Medina,Uruguay
21-07-2022,9,Rosario Central,Newell's Old Boys,1.0,0.0,primera_division_argentina,Carlos Tévez,Argentina,Javier Sanguinetti,Argentina
22-07-2022,9,Talleres de Córdoba,Banfield,1.0,0.0,primera_division_argentina,Pedro Caixinha,Portugal,Claudio Vivas,Argentina
22-07-2022,9,River Plate,Gimnasia de La Plata,1.0,0.0,primera_division_argentina,Marcelo Gallardo,Argentina,Néstor Gorosito,Argentina
15-07-2022,8,Central Córdoba SdE,Patronato de Paraná,1.0,3.0,primera_division_argentina,Adrián Adrover,Argentina,Facundo Sava,Argentina
16-07-2022,8,Sarmiento de Junín,Defensa y Justicia,2.0,0.0,primera_division_argentina,Israel Damonte,Argentina,Sebastián Beccacece,Argentina
16-07-2022,8,Arsenal de Sarandí,Platense,1.0,1.0,primera_division_argentina,Leonardo Madelón,Argentina,Omar De Felippe,Argentina
16-07-2022,8,Aldosivi,Atlético Tucumán,0.0,1.0,primera_division_argentina,Leandro Somoza,Argentina,Lucas Pusineri,Argentina
16-07-2022,8,Barracas Central,Argentinos Juniors,1.0,3.0,primera_division_argentina,Alfredo Berti,Argentina,Gabriel Milito,Argentina
16-07-2022,8,Gimnasia de La Plata,Colón de Santa Fe,0.0,0.0,primera_division_argentina,Néstor Gorosito,Argentina,Sergio Rondina,Argentina
16-07-2022,8,Independiente,Rosario Central,0.0,0.0,primera_division_argentina,Claudio Graf,Argentina,Carlos Tévez,Argentina
16-07-2022,8,Newell's Old Boys,Racing Club,0.0,0.0,primera_division_argentina,Javier Sanguinetti,Argentina,Fernando Gago,Argentina
17-07-2022,8,Boca Juniors,Talleres de Córdoba,1.0,0.0,primera_division_argentina,Hugo Ibarra,Argentina,Pedro Caixinha,Portugal
17-07-2022,8,Godoy Cruz,CA Lanús,2.0,1.0,primera_division_argentina,Favio Orsi,Argentina,Rodrigo Acosta,Argentina
17-07-2022,8,Unión de Santa Fe,Huracán,0.0,0.0,primera_division_argentina,Gustavo Munúa,Uruguay,Diego Dabove,Argentina
17-07-2022,8,Banfield,San Lorenzo,1.0,1.0,primera_division_argentina,Claudio Vivas,Argentina,Rubén Insúa,Argentina
17-07-2022,8,Tigre,Estudiantes,2.0,1.0,primera_division_argentina,Diego Martínez,Argentina,Ricardo Zielinski,Argentina
18-07-2022,8,Vélez Sarsfield,River Plate,2.0,2.0,primera_division_argentina,Alexander Medina,Uruguay,Marcelo Gallardo,Argentina
09-07-2022,7,Rosario Central,Sarmiento de Junín,1.0,0.0,primera_division_argentina,Carlos Tévez,Argentina,Israel Damonte,Argentina
09-07-2022,7,Patronato de Paraná,Arsenal de Sarandí,0.0,1.0,primera_division_argentina,Facundo Sava,Argentina,Leonardo Madelón,Argentina
09-07-2022,7,San Lorenzo,Boca Juniors,2.0,1.0,primera_division_argentina,Rubén Insúa,Argentina,Hugo Ibarra,Argentina
09-07-2022,7,Banfield,Unión de Santa Fe,2.0,3.0,primera_division_argentina,Claudio Vivas,Argentina,Gustavo Munúa,Uruguay
10-07-2022,7,Platense,Newell's Old Boys,1.0,1.0,primera_division_argentina,Omar De Felippe,Argentina,Javier Sanguinetti,Argentina
10-07-2022,7,Talleres de Córdoba,Barracas Central,0.0,2.0,primera_division_argentina,Pedro Caixinha,Portugal,Alfredo Berti,Argentina
10-07-2022,7,Estudiantes,Central Córdoba SdE,2.0,2.0,primera_division_argentina,Ricardo Zielinski,Argentina,Adrián Adrover,Argentina
10-07-2022,7,Racing Club,Independiente,1.0,0.0,primera_division_argentina,Fernando Gago,Argentina,Eduardo Domínguez,Argentina
10-07-2022,7,Atlético Tucumán,Gimnasia de La Plata,2.0,0.0,primera_division_argentina,Lucas Pusineri,Argentina,Néstor Gorosito,Argentina
10-07-2022,7,CA Lanús,Huracán,2.0,3.0,primera_division_argentina,Rodrigo Acosta,Argentina,Diego Dabove,Argentina
11-07-2022,7,River Plate,Godoy Cruz,0.0,2.0,primera_division_argentina,Marcelo Gallardo,Argentina,Favio Orsi,Argentina
12-07-2022,7,Colón de Santa Fe,Vélez Sarsfield,2.0,1.0,primera_division_argentina,Adrián Marini,Argentina,Alexander Medina,Uruguay
12-07-2022,7,Defensa y Justicia,Aldosivi,3.0,2.0,primera_division_argentina,Sebastián Beccacece,Argentina,Leandro Somoza,Argentina
12-07-2022,7,Argentinos Juniors,Tigre,2.0,1.0,primera_division_argentina,Gabriel Milito,Argentina,Diego Martínez,Argentina
02-07-2022,6,Central Córdoba SdE,Argentinos Juniors,1.0,2.0,primera_division_argentina,Sergio Rondina,Argentina,Gabriel Milito,Argentina
02-07-2022,6,Boca Juniors,Banfield,0.0,3.0,primera_division_argentina,Sebastián Battaglia,Argentina,Claudio Vivas,Argentina
02-07-2022,6,Tigre,Talleres de Córdoba,1.0,1.0,primera_division_argentina,Diego Martínez,Argentina,Pedro Caixinha,Portugal
02-07-2022,6,Godoy Cruz,Colón de Santa Fe,1.0,0.0,primera_division_argentina,Favio Orsi,Argentina,Julio Falcioni,Argentina
02-07-2022,6,Vélez Sarsfield,Atlético Tucumán,0.0,1.0,primera_division_argentina,Alexander Medina,Uruguay,Lucas Pusineri,Argentina
03-07-2022,6,Gimnasia de La Plata,Defensa y Justicia,1.0,0.0,primera_division_argentina,Néstor Gorosito,Argentina,Sebastián Beccacece,Argentina
03-07-2022,6,Unión de Santa Fe,CA Lanús,3.0,0.0,primera_division_argentina,Gustavo Munúa,Uruguay,Jorge Almirón,Argentina
03-07-2022,6,Barracas Central,San Lorenzo,2.0,1.0,primera_division_argentina,Alfredo Berti,Argentina,Rubén Insúa,Argentina
03-07-2022,6,Sarmiento de Junín,Racing Club,1.0,1.0,primera_division_argentina,Israel Damonte,Argentina,Fernando Gago,Argentina
04-07-2022,6,Huracán,River Plate,3.0,2.0,primera_division_argentina,Diego Dabove,Argentina,Marcelo Gallardo,Argentina
04-07-2022,6,Arsenal de Sarandí,Estudiantes,2.0,1.0,primera_division_argentina,Leonardo Madelón,Argentina,Ricardo Zielinski,Argentina
05-07-2022,6,Aldosivi,Rosario Central,2.0,1.0,primera_division_argentina,Leandro Somoza,Argentina,Carlos Tévez,Argentina
05-07-2022,6,Newell's Old Boys,Patronato de Paraná,2.0,2.0,primera_division_argentina,Javier Sanguinetti,Argentina,Facundo Sava,Argentina
05-07-2022,6,Independiente,Platense,1.0,3.0,primera_division_argentina,Eduardo Domínguez,Argentina,Omar De Felippe,Argentina
25-06-2022,5,Banfield,Barracas Central,1.0,1.0,primera_division_argentina,Claudio Vivas,Argentina,Alfredo Berti,Argentina
25-06-2022,5,Rosario Central,Gimnasia de La Plata,0.0,1.0,primera_division_argentina,Carlos Tévez,Argentina,Néstor Gorosito,Argentina
25-06-2022,5,Boca Juniors,Unión de Santa Fe,1.0,2.0,primera_division_argentina,Sebastián Battaglia,Argentina,Gustavo Munúa,Uruguay
25-06-2022,5,Defensa y Justicia,Vélez Sarsfield,1.0,1.0,primera_division_argentina,Sebastián Beccacece,Argentina,Alexander Medina,Uruguay
25-06-2022,5,Talleres de Córdoba,Central Córdoba SdE,0.0,2.0,primera_division_argentina,Pedro Caixinha,Portugal,Sergio Rondina,Argentina
25-06-2022,5,Colón de Santa Fe,Huracán,0.0,1.0,primera_division_argentina,Julio Falcioni,Argentina,Diego Dabove,Argentina
25-06-2022,5,Estudiantes,Newell's Old Boys,0.0,2.0,primera_division_argentina,Ricardo Zielinski,Argentina,Javier Sanguinetti,Argentina
26-06-2022,5,River Plate,CA Lanús,2.0,1.0,primera_division_argentina,Marcelo Gallardo,Argentina,Jorge Almirón,Argentina
26-06-2022,5,San Lorenzo,Tigre,1.0,1.0,primera_division_argentina,Rubén Insúa,Argentina,Diego Martínez,Argentina
26-06-2022,5,Platense,Sarmiento de Junín,0.0,0.0,primera_division_argentina,Omar De Felippe,Argentina,Israel Damonte,Argentina
26-06-2022,5,Racing Club,Aldosivi,5.0,0.0,primera_division_argentina,Fernando Gago,Argentina,Diego Villar,Argentina
27-06-2022,5,Argentinos Juniors,Arsenal de Sarandí,1.0,1.0,primera_division_argentina,Gabriel Milito,Argentina,Leonardo Madelón,Argentina
27-06-2022,5,Patronato de Paraná,Independiente,3.0,1.0,primera_division_argentina,Facundo Sava,Argentina,Eduardo Domínguez,Argentina
28-06-2022,5,Atlético Tucumán,Godoy Cruz,1.0,1.0,primera_division_argentina,Lucas Pusineri,Argentina,Favio Orsi,Argentina
18-06-2022,4,Arsenal de Sarandí,Talleres de Córdoba,1.0,1.0,primera_division_argentina,Leonardo Madelón,Argentina,Pedro Caixinha,Portugal
19-06-2022,4,Sarmiento de Junín,Patronato de Paraná,3.0,1.0,primera_division_argentina,Israel Damonte,Argentina,Facundo Sava,Argentina
19-06-2022,4,Tigre,Banfield,0.0,1.0,primera_division_argentina,Diego Martínez,Argentina,Claudio Vivas,Argentina
19-06-2022,4,Huracán,Atlético Tucumán,0.0,0.0,primera_division_argentina,Diego Dabove,Argentina,Lucas Pusineri,Argentina
19-06-2022,4,CA Lanús,Colón de Santa Fe,1.0,0.0,primera_division_argentina,Jorge Almirón,Argentina,Julio Falcioni,Argentina
19-06-2022,4,Unión de Santa Fe,River Plate,1.0,5.0,primera_division_argentina,Gustavo Munúa,Uruguay,Marcelo Gallardo,Argentina
20-06-2022,4,Barracas Central,Boca Juniors,1.0,3.0,primera_division_argentina,Alfredo Berti,Argentina,Sebastián Battaglia,Argentina
20-06-2022,4,Godoy Cruz,Defensa y Justicia,2.0,1.0,primera_division_argentina,Favio Orsi,Argentina,Sebastián Beccacece,Argentina
21-06-2022,4,Gimnasia de La Plata,Racing Club,3.0,1.0,primera_division_argentina,Néstor Gorosito,Argentina,Fernando Gago,Argentina
21-06-2022,4,Vélez Sarsfield,Rosario Central,2.0,0.0,primera_division_argentina,Alexander Medina,Uruguay,Germán Rivarola,Argentina
21-06-2022,4,Independiente,Estudiantes,2.0,1.0,primera_division_argentina,Eduardo Domínguez,Argentina,Ricardo Zielinski,Argentina
21-06-2022,4,Newell's Old Boys,Argentinos Juniors,1.0,0.0,primera_division_argentina,Javier Sanguinetti,Argentina,Gabriel Milito,Argentina
22-06-2022,4,Aldosivi,Platense,0.0,0.0,primera_division_argentina,Diego Villar,Argentina,Omar De Felippe,Argentina
22-06-2022,4,Central Córdoba SdE,San Lorenzo,0.0,2.0,primera_division_argentina,Sergio Rondina,Argentina,Rubén Insúa,Argentina
14-06-2022,3,San Lorenzo,Arsenal de Sarandí,3.0,3.0,primera_division_argentina,Rubén Insúa,Argentina,Leonardo Madelón,Argentina
15-06-2022,3,Patronato de Paraná,Aldosivi,1.0,0.0,primera_division_argentina,Facundo Sava,Argentina,Diego Villar,Argentina
15-06-2022,3,Talleres de Córdoba,Newell's Old Boys,0.0,1.0,primera_division_argentina,Pedro Caixinha,Portugal,Javier Sanguinetti,Argentina
15-06-2022,3,Defensa y Justicia,Huracán,1.0,1.0,primera_division_argentina,Sebastián Beccacece,Argentina,Diego Dabove,Argentina
15-06-2022,3,Estudiantes,Sarmiento de Junín,2.0,1.0,primera_division_argentina,Ricardo Zielinski,Argentina,Israel Damonte,Argentina
15-06-2022,3,Barracas Central,Unión de Santa Fe,1.0,2.0,primera_division_argentina,Alfredo Berti,Argentina,Gustavo Munúa,Uruguay
15-06-2022,3,Atlético Tucumán,CA Lanús,2.0,1.0,primera_division_argentina,Lucas Pusineri,Argentina,Jorge Almirón,Argentina
15-06-2022,3,Banfield,Central Córdoba SdE,2.0,1.0,primera_division_argentina,Claudio Vivas,Argentina,Sergio Rondina,Argentina
16-06-2022,3,Colón de Santa Fe,River Plate,1.0,0.0,primera_division_argentina,Julio Falcioni,Argentina,Marcelo Gallardo,Argentina
16-06-2022,3,Boca Juniors,Tigre,5.0,3.0,primera_division_argentina,Sebastián Battaglia,Argentina,Diego Martínez,Argentina
17-06-2022,3,Argentinos Juniors,Independiente,2.0,1.0,primera_division_argentina,Gabriel Milito,Argentina,Eduardo Domínguez,Argentina
17-06-2022,3,Rosario Central,Godoy Cruz,1.0,0.0,primera_division_argentina,Germán Rivarola,Argentina,Favio Orsi,Argentina
17-06-2022,3,Platense,Gimnasia de La Plata,1.0,1.0,primera_division_argentina,Omar De Felippe,Argentina,Néstor Gorosito,Argentina
17-06-2022,3,Racing Club,Vélez Sarsfield,2.0,0.0,primera_division_argentina,Fernando Gago,Argentina,Alexander Medina,Uruguay
10-06-2022,2,Newell's Old Boys,San Lorenzo,0.0,0.0,primera_division_argentina,Javier Sanguinetti,Argentina,Rubén Insúa,Argentina
10-06-2022,2,Gimnasia de La Plata,Patronato de Paraná,2.0,0.0,primera_division_argentina,Néstor Gorosito,Argentina,Facundo Sava,Argentina
11-06-2022,2,Aldosivi,Estudiantes,0.0,1.0,primera_division_argentina,Diego Villar,Argentina,Ricardo Zielinski,Argentina
11-06-2022,2,CA Lanús,Defensa y Justicia,1.0,1.0,primera_division_argentina,Jorge Almirón,Argentina,Sebastián Beccacece,Argentina
11-06-2022,2,Huracán,Rosario Central,2.0,0.0,primera_division_argentina,Diego Dabove,Argentina,Leandro Somoza,Argentina
11-06-2022,2,Independiente,Talleres de Córdoba,1.0,0.0,primera_division_argentina,Eduardo Domínguez,Argentina,Pedro Caixinha,Portugal
11-06-2022,2,Arsenal de Sarandí,Banfield,0.0,0.0,primera_division_argentina,Leonardo Madelón,Argentina,Claudio Vivas,Argentina
11-06-2022,2,Tigre,Barracas Central,1.0,1.0,primera_division_argentina,Diego Martínez,Argentina,Alfredo Berti,Argentina
11-06-2022,2,Sarmiento de Junín,Argentinos Juniors,1.0,0.0,primera_division_argentina,Israel Damonte,Argentina,Gabriel Milito,Argentina
